0	0	0	0
0	0	0	0
0	0	0	0
14	0	0	0
13	24	0	0
12	23	34	0
11	22	33	44
-14	21	32	43
-13	-24	31	42
-12	-23	-34	41
-11	-22	-33	-44
14	-21	-32	-43
13	24	-31	-42
12	23	34	-41
11	22	33	44
0	21	32	43
0	0	31	42
-12	0	0	41
-11	-22	0	0
0	-21	0	0
0	0	0	0
12	0	0	0
11	22	0	0
0	21	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
